Grupo; Processo; Inst. Chegada; Tempo de Serviço; Inst. Atendimento; Tempo Perm. Fila 
Grupo 1 
1; 1; 6; 5; 8; 2 
1; 2; 9; 5; 13; 4 
1; 3; 12; 5; 18; 6 
1; 4; 15; 5; 23; 8 
1; 5; 18; 5; 28; 10 
1; 6; 21; 5; 33; 12 
1; 7; 24; 5; 38; 14 
1; 8; 27; 5; 55; 28 
1; 9; 30; 5; 60; 30 
1; 10; 33; 5; 65; 32 
1; 11; 36; 5; 70; 34 
1; 12; 39; 5; 75; 36 
1; 13; 42; 5; 80; 38 
1; 14; 45; 5; 85; 40 
1; 15; 48; 5; 90; 42 
1; 16; 51; 5; 95; 44 
1; 17; 54; 5; 100; 46 
1; 18; 57; 5; 105; 48 
1; 19; 60; 5; 110; 50 
1; 20; 63; 5; 115; 52 
1; 21; 66; 5; 120; 54 
1; 22; 69; 5; 125; 56 
1; 23; 72; 5; 130; 58 
1; 24; 75; 5; 135; 60 
1; 25; 78; 5; 140; 62 
1; 26; 81; 5; 145; 64 
1; 27; 84; 5; 150; 66 
1; 28; 87; 5; 155; 68 
1; 29; 90; 5; 160; 70 
1; 30; 93; 5; 165; 72 
1; 31; 96; 5; 170; 74 
1; 32; 99; 5; 175; 76 
1; 33; 102; 5; 180; 78 
1; 34; 105; 5; 185; 80 
1; 35; 108; 5; 190; 82 
1; 36; 111; 5; 195; 84 
1; 37; 114; 5; 200; 86 
1; 38; 117; 5; 205; 88 
1; 39; 120; 5; 210; 90 
1; 40; 123; 5; 215; 92 
1; 41; 126; 5; 220; 94 
1; 42; 129; 5; 225; 96 
1; 43; 132; 5; 230; 98 
1; 44; 135; 5; 235; 100 
1; 45; 138; 5; 240; 102 
1; 46; 141; 5; 245; 104 
1; 47; 144; 5; 250; 106 
1; 48; 147; 5; 255; 108 
1; 49; 150; 5; 260; 110 
1; 50; 153; 5; 265; 112 
1; 51; 156; 5; 270; 114 
1; 52; 159; 5; 275; 116 
1; 53; 162; 5; 280; 118 
1; 54; 165; 5; 285; 120 
1; 55; 168; 5; 290; 122 
1; 56; 171; 5; 295; 124 
1; 57; 174; 5; 300; 126 
1; 58; 177; 5; 305; 128 
1; 59; 180; 5; 310; 130 
1; 60; 183; 5; 315; 132 
1; 61; 186; 5; 320; 134 
1; 62; 189; 5; 325; 136 
1; 63; 192; 5; 330; 138 
1; 64; 195; 5; 335; 140 
1; 65; 198; 5; 340; 142 
1; 66; 201; 5; 345; 144 
1; 67; 204; 5; 350; 146 
1; 68; 207; 5; 355; 148 
1; 69; 210; 5; 360; 150 
1; 70; 213; 5; 365; 152 
1; 71; 216; 5; 370; 154 
1; 72; 219; 5; 375; 156 
1; 73; 222; 5; 380; 158 
1; 74; 225; 5; 385; 160 
1; 75; 228; 5; 390; 162 
1; 76; 231; 5; 395; 164 
1; 77; 234; 5; 400; 166 
1; 78; 237; 5; 405; 168 
1; 79; 240; 5; 410; 170 
1; 80; 243; 5; 415; 172 
1; 81; 246; 5; 420; 174 
1; 82; 249; 5; 425; 176 
1; 83; 252; 5; 430; 178 
1; 84; 255; 5; 435; 180 
1; 85; 258; 5; 440; 182 
1; 86; 261; 5; 445; 184 
1; 87; 264; 5; 450; 186 
1; 88; 267; 5; 455; 188 
1; 89; 270; 5; 460; 190 
1; 90; 273; 5; 465; 192 
1; 91; 276; 5; 470; 194 
1; 92; 279; 5; 475; 196 
1; 93; 282; 5; 480; 198 
1; 94; 285; 5; 485; 200 
1; 95; 288; 5; 490; 202 
